"","(Intercept)","pretermBirthYes","gestationalAge","babyGender male","birthweightSdscore","parity primipara","delivery Vaginal","maternalAge","maternalBmi","maternalSmokingBeforePregnancy Yes","paternalAge","paternalBmi","paternalSmokingBeforePregnancy Yes","gestationalDiabetesMellitus Yes","chorioamnionitis Yes","idiopathicPromWithoutInflammation Yes","preeclampsia Yes","placentaPrevia Yes","estimatedBcell","estimatedCd4t","estimatedCd8t","estimatedGran","estimatedMono","estimatedNk","estimatedNrbc"
"cg00344445",0.00350914741142358,0.0671417899953712,0.563329118808559,0.366276069070677,0.345634321183105,0.254427355400575,0.989617117803886,0.954125755682009,0.74523155277973,0.231671764208216,0.111607855250632,0.256209763275449,0.349842780122182,NA,0.255071869563307,0.652686484928452,0.461611069724609,0.123292363830967,7.46006422282062e-06,3.88193796454308e-06,5.19243974965e-06,9.33677707710398e-05,1.68548589328059e-05,5.73448551007097e-05,0.0348596118817925
"cg00359365",0.198400518058487,0.00243145077691238,6.71326488059299e-05,0.0408902782611991,0.815500655846015,0.248456435446953,0.128511867888036,0.00686633852888112,0.0195110701967251,0.665425335031959,0.953368508921962,0.981017185028727,0.519337327564608,NA,0.367912623409012,0.20974631691716,0.0382375406216178,0.869088371466902,1.93339106009105e-05,4.04983770287155e-05,0.000947330268630116,0.0271134620425431,0.0440255939544741,0.0727858484474067,0.0456406728627302
"cg00366435",0.0207975832141084,0.246320485699158,0.870697119168224,0.0989503970783631,0.0122059862570926,0.271161607947381,0.735595368665428,0.55172979313711,0.719634382328637,0.77379368840583,0.663436512706946,0.737706021017211,0.748825213797392,NA,0.730225575791262,0.85031918078574,0.201947014125551,0.517664960130934,0.634389555294501,0.0434979413951466,0.415805253444843,0.43749297464391,0.224241403067475,0.281785015100016,0.318298224249867
"cg00376816",0.869640184357741,0.651472838551275,0.373660441098586,0.930778803888864,0.668557952414388,0.180356053792112,0.630439983481644,0.265177579828797,0.205441924540722,0.228549406224415,0.633906522377434,0.797546837516492,0.782216580262893,NA,0.895535284424796,0.311105654911762,0.987491897513625,0.128208723954785,0.0775942247223421,0.764628136534424,0.377839255866623,0.124243650564575,0.0872109929168842,0.111947779819156,0.0289003084218352
"cg00390484",0.950501152249042,0.0353729823117253,0.0055665562629025,0.0281157799735478,0.261423527085991,0.15372297443915,0.602911460692685,0.201218046562087,0.15472896033791,0.987857877666238,0.106190510439389,0.419099219818177,0.925873517987815,NA,0.256453643390679,0.30885597400163,0.778980913634332,0.930928006751213,0.00114443827395294,0.000150479835128987,0.000219546238167018,0.011490026174983,9.35617441296787e-05,0.00563200883134959,0.00242281968801007
"cg00446123",0.346864526095934,0.600694829408065,0.00167019847560125,0.337431986304989,0.249389416569442,0.877477487746877,0.68820232885006,0.678417722891948,0.238496521625132,0.890298736261917,0.848161367073401,0.541201815200289,0.992624681642609,NA,0.80096135457855,0.311177045537118,0.643601454790309,0.446670415026427,0.701871847464484,0.746827553238728,0.608091236218907,0.167086178833487,0.0744534833110071,0.700484291581341,0.920120060028779
"cg00449482",0.595149277866402,0.8527080257712,0.44446139520442,0.929238709026609,0.514753131888942,0.419496674587191,0.950690861351588,0.529082816981405,0.365337875692525,0.961017055947363,0.723378310417019,0.344264996913947,0.763170385481901,NA,0.848289543520975,0.885413958475489,0.710411709775817,0.0814800649411542,4.44273873873252e-08,1.15681887575134e-07,2.22148744934204e-08,6.69614353575391e-08,7.52837372953927e-08,4.27307389117137e-07,0.147069981156583
"cg00517080",0.227656265609023,0.999175799993087,0.486604975159718,0.000190127287575084,0.545206719750288,0.975601077065067,0.540392026694352,0.493399644444899,0.110692892925797,0.776915761122554,0.903761830169441,0.927753483471952,0.766775829492373,NA,0.363620679351483,0.903059406837796,0.311416645991332,0.000443083340467459,0.218712847083305,0.966046288319099,0.40884898443211,0.325287285630513,0.250043142731738,0.482006966250482,0.281368722233783
"cg00529757",0.421516712535136,0.687497694754365,0.442226995891576,0.27753922339888,0.149775866354489,0.432226453638309,0.909509639000342,0.658322141031078,0.743549899740113,0.825799731667595,0.894671133717464,0.163839517459584,0.917278857776635,NA,0.811963829731768,0.407388979265231,0.0169342947073556,0.521845961883161,4.98161924834926e-10,1.59055821250226e-09,1.01200175538556e-10,9.77866135789109e-10,3.57168894407445e-10,9.06491123851329e-09,0.666813796912547
"cg00678668",0.0895094128167587,0.337892285860593,0.724334032574476,0.546389649383251,0.639705798545901,0.307420569560387,0.371527127636176,0.910002814852018,0.282317775974414,0.128007697350745,0.531264422568115,0.494011106230396,0.564289422422817,NA,0.085467671788195,0.764034368145861,0.36563675071801,0.906209749411541,0.738648272609836,0.609918761113501,0.958711278498859,0.587531080780618,0.594447110262557,0.79728369074272,0.911008743159551
"cg00705661",0.0273292304457657,0.0610589257652983,0.503428618948751,0.423065498442734,0.830658388389408,0.397388589888623,0.886986408374807,0.069919096953289,0.362001538995049,0.189894757884479,0.531530773273695,0.282400702044198,0.745312241890217,NA,0.498960400117276,0.378611215280004,0.92837493793481,0.106395712109005,0.25903457703541,0.502658597686317,0.230869721451684,0.219700474545947,0.147184371120379,0.254814482949271,0.161116795932229
"cg00706302",0.358307004828347,0.109467492493511,0.000699742833678958,0.505319473711616,0.0497126590643525,0.450877696003814,0.537217318123966,0.436546117243808,0.988004652520245,0.0700019885060801,0.480509279160175,0.447177290206228,0.309760452115978,NA,0.0152326622212797,0.946317154170635,0.0238828917647712,0.33166158894996,0.0056165989592723,0.0324151998725132,0.0957908562523313,0.00703563213978895,0.00620147016908482,0.10201575035979,0.0163297304442335
"cg00713294",0.0837694073073113,0.0301547349911166,2.83946857102871e-12,0.161354306218889,0.276177478652015,0.00584290845276249,0.82900700672758,0.740351552198204,0.10473568524789,0.253978567334271,0.349433270612337,0.536771480748499,0.85011386364686,NA,0.0224898789856659,0.0168179494378634,0.313425671153137,0.012791802588861,0.642530794725057,0.486922689694024,0.833126742666672,0.471728248806758,0.571518493913688,0.999734426624073,0.376080081025826
"cg00719568",0.0629255184962435,0.26580296457822,0.769462116342503,0.741094765782317,0.260843104801297,0.322202990124507,0.300103194636379,0.909183941002103,0.395990431340677,0.330232102495741,0.28608251814464,0.502076818643411,0.546629368260908,NA,0.768158607158641,0.709737467996667,0.519981320747853,0.0346149157542965,1.41496757714404e-05,1.05817799646144e-06,0.00048684217663259,1.68435687098918e-06,1.63740433118486e-06,0.126444714575348,0.0582264824792854
"cg00760938",0.921857634363317,0.14253575809078,0.795103470704519,0.235165063927274,0.513795932411771,0.824601284485355,0.0868218271248039,0.341818627762411,0.219713936281172,0.271774436778619,0.58931918550034,0.335566070404872,0.764677630661207,NA,0.511111127026219,0.340826588999745,0.522722863171127,0.0773139035764417,0.529630215893344,0.000319762437950084,0.000474705740402234,0.000276336345287212,7.89663722705977e-05,0.00174250229676941,0.00124661689076105
"cg00819310",0.655311086187712,0.542596086270887,0.448357602558675,0.00824961005497413,0.48441136535619,0.22730336052495,0.496364582589989,0.00298076160706262,0.517689388456545,0.790291250258563,0.836620864925347,0.87329937335471,0.870376847782163,NA,0.721227423526707,0.120396154098371,0.11353893316158,0.575901011056093,3.69711065846257e-05,1.54144218549497e-05,1.06701963296249e-05,2.45730207385321e-05,2.43452832614978e-05,6.20908474707969e-05,0.898036897622412
"cg00828556",0.482202301079737,0.765873676113164,0.0137454900149452,0.663258146754079,0.635477090286194,0.985362354384862,0.878320892994562,0.483120128052684,0.76228164839094,0.948094204657085,0.464246727979411,0.856611790639785,0.671152431360534,NA,0.650179085519304,0.393429402009338,0.248047720740795,0.32056644099309,0.215678567576329,0.126643479844427,0.107359889505347,0.659637983186475,0.82762640613447,0.119280485582586,0.10893225784303
"cg00874051",0.358730866242556,0.994153584643642,0.0502724526871053,0.868625138775743,0.319363708787172,0.560567899945305,0.942141038142662,0.798541014423631,0.651173742615221,0.545955255243165,0.207052662593431,0.704183383939494,0.465511654375213,NA,0.482501737736781,0.157192907241175,0.715080225566651,0.42599854523121,0.515177666937363,0.84770997954184,0.767529613469574,0.466335789507974,0.481640820052809,0.877870276751155,0.51721232294918
"cg00901138",0.107917505552576,0.0217728629424937,0.587484078949637,0.434467594132405,0.861425469787672,0.512980587754126,0.549157202678198,0.718850173408565,0.934776169389008,0.0754707786873727,0.190085636559431,0.763318390706311,0.000926637793998513,NA,0.756388891839461,0.0562403346737728,0.714134592977436,0.405809598130972,0.0263893999953646,0.0365999352585601,0.00378865315217034,0.00844791824006949,0.0175650513510184,0.00649832507875878,0.0341128452870127
"cg00902153",0.568396971532492,0.282367598877658,0.763643518177949,0.154290403381976,0.783265186532877,0.92457197897056,0.548653548034912,0.676406718032619,0.633718480377962,0.0988934441484052,0.479724423419383,0.817874717263446,0.724147442065421,NA,0.563742197433385,0.313274078596058,0.717677211469708,0.378012213577282,0.0380564984761879,0.794487788483758,0.605010876523335,0.573987432882397,0.439300335972854,0.0501701867516893,0.095173071998757
"cg00908292",0.0721669424186458,0.520155105970545,0.774771748067163,0.0224128829075478,0.0779319684636341,0.397052617295428,0.253768117932185,0.35069339233873,0.0462268197931349,0.120362366152664,0.0598492672912978,0.631625478720892,0.495489874769122,NA,0.684401965955548,0.299252752236523,0.00854301377736573,0.446145513416344,0.165465876237461,0.138013242382134,0.609387651432885,0.279419304920719,0.0794547774665716,0.484899414228528,0.873454800708294
"cg00953201",0.0818064545235194,0.431185753865337,0.648002057362348,0.944263842893454,0.534584806281855,0.486043723448406,0.58866882179751,0.897967673899498,0.330441422763577,0.746390216912056,0.990876127030124,0.174535974061934,0.60169260129011,NA,0.238919991534944,0.353870609026651,0.46691293819327,0.16692881799338,2.82677488782219e-05,7.41954006874711e-05,1.43374195662042e-05,5.72639658140056e-05,2.84160869483844e-05,0.000253712800267495,0.841576310213279
"cg01022219",0.0340541077729011,0.728725609755682,0.169409901520594,0.423358071026024,0.735570066098653,0.155808663177095,0.733833845885104,0.971107733206391,0.813912622675807,0.9932492529118,0.867874743410272,0.316174970251491,0.501895424088278,NA,0.951100226428036,0.949277413203708,0.858808717338984,0.407696965239516,0.000499064520886621,5.00410078735628e-05,0.000480809651711246,0.00871588197201835,0.0193644564162182,0.00862805317400901,0.00570795263978296
"cg01024458",0.210302438605342,0.5281262934687,0.504664832557788,0.602565621853978,0.161374526140489,0.0903626412759413,0.313895554016018,0.969694165735851,0.040273603681731,0.721493640731088,0.791800431914204,0.168469303104245,0.812734647693327,NA,0.812832348555316,0.142315510269751,0.391971106032319,0.0617997207115204,0.847384572938321,0.00381905953663308,0.00410526185725031,0.00252490655906109,0.000564528657468708,0.00899245930304214,0.00150265393806286
"cg01041239",0.0128181784343016,0.932720838147903,0.17592109609641,0.441562919951578,0.0088384626121581,0.756446430887884,0.827911730893259,0.41320462892855,0.0116585528006276,0.855498445520812,0.65261031117435,0.186307431265165,0.43360019706641,NA,0.209644942388409,0.607070173462207,0.0272256241864499,0.328584454650176,0.461958958015274,0.212288415657612,0.388061369011551,0.622001586470023,0.0591458813912715,0.699100814187213,0.723154716491953
"cg01087254",0.194145790839936,0.701759850837599,0.00461101539753345,0.914632390509626,0.166637925857435,0.854435793147436,0.233978023371949,0.811904413090488,0.22236916343926,0.382656054950965,0.478508657331626,0.547253520583526,0.739716813480484,NA,0.149737495587917,0.623143589107311,0.642123597233972,0.60163588848673,0.0634177759552775,0.111097583546339,0.0778590827767108,0.274318337178758,0.0669884059776263,0.121213188279076,0.339561253892852
"cg01113988",0.0195327737344961,0.176915395514162,0.00577918693731854,0.930646747787378,0.753465687852982,0.865280243667029,0.122072458545792,0.0580950173864908,0.428613300221276,0.667949256713756,0.0369373954289384,0.251772473385181,0.210042923542278,NA,0.380004349711775,0.449133865598795,0.23940941448568,0.240268880618747,0.0827082111534214,0.0257719159123995,0.206875421896654,0.996904163330903,0.632200912078889,0.877866500363019,0.621202624722006
"cg01142676",0.0701682059866805,0.511843111057384,0.231161830135312,0.71940183023798,0.205724454407796,0.639473201202823,0.239947216321823,0.721461328803714,0.825550683507051,0.917327287724692,0.556753610846069,0.787359160231769,0.870809067391218,NA,0.19545203840433,0.772368067233601,0.311236336032037,0.819271373075498,0.000195424287579434,7.13529449358426e-05,4.06139199317623e-05,0.0631736388151523,0.0931348881297937,0.000593172837386838,0.00160517841832436
"cg01154505",0.208188739183771,0.00508894816565592,0.35858988559592,0.248657980364565,0.796439685301913,0.648574399353661,0.269248317394289,0.844591198146367,0.876718637232008,0.631059973190937,0.30980724319324,0.338326226390921,0.843997800430023,NA,0.948277560130783,0.200358838212744,0.587691685735604,0.00528335018971255,0.410816897776593,0.711181902421979,0.650050509664549,0.158005394255207,0.165785317182149,0.275670528921349,0.0868026315428666
"cg01156249",0.318352406233638,0.864612290342329,0.0294909660543255,0.267361541290592,0.0125789441385639,0.632059029654436,0.57568918195215,0.991801559198444,0.385291966445167,0.729700970458591,0.371945187801033,0.407032893867777,0.110699823215984,NA,0.460988423409079,0.0949366050349259,0.899689426010475,0.744019607405272,0.517143724030359,0.865872443098698,0.849630372132077,0.311115157109089,0.194934546383193,0.687226832757517,0.599102999778838
"cg01243072",0.00751825432707439,0.463748126842026,0.00284179749995385,0.289856260015352,0.00956082051776819,0.674321722199337,0.112152150659076,0.124624718497056,0.889794543442569,0.809803785928227,0.92976996292728,0.479200039192638,0.370909726259356,NA,0.0141535398292365,0.951144996832113,0.277159580328587,0.0498903691519688,0.366368902851014,0.337261748004231,0.881926834486958,0.366624889079323,0.374491187333783,0.178973641421735,0.237848101721907
"cg01323964",0.0185117064777834,0.0787693290501881,0.267907616249322,0.620640806059738,0.0086480869673489,0.966396916168336,0.64234706862669,0.837549130666411,0.933521024605286,0.652343301866634,0.940230187447146,0.803195001318497,0.392296239672568,NA,0.0969261576746882,0.419636320166091,0.162096647317935,0.754012901376699,2.40865697284005e-06,3.10118395582222e-06,1.64114368033495e-06,0.00536538147592162,0.000332539989244222,1.05809888651962e-05,0.00212500518442975
"cg01367992",0.0209954096383891,0.170917825164649,0.00109551855430299,0.192487588324259,0.0567114407095464,0.359377065884783,0.414862342034569,0.855460094385155,0.399941377656375,0.296872644653733,0.661386394770606,0.505160765494764,0.892878243445058,NA,0.923430461345544,0.829092255430004,0.692691284102932,0.546400631234462,0.743557663955706,0.128256872475083,0.120811395072065,0.705033198083923,0.218311601168201,0.385362052865142,0.887932692526976
"cg01450522",0.0493278209293594,0.0156426620284741,0.0078411567204464,0.63319036393733,0.847142206037085,0.481230111541968,0.849506958576911,0.186423602331109,0.0106360615840854,0.0707282404021231,0.366470093685468,0.318727689370946,0.100448830715651,NA,0.906056109588667,0.446389196196203,0.35371734176097,0.0233532078043297,0.122833626192916,0.23407003542631,0.0910553641327621,0.160459367666817,0.243243983824173,0.363208541543407,0.240178725457902
"cg01490728",0.060244298890049,0.583873769897231,0.421516108238904,0.708820765765108,0.0209881044630081,0.641690166054524,0.613337637360488,0.739181093136205,0.468909416090561,0.79190037035042,0.973753434370855,0.0234858148950677,0.668725617490598,NA,0.946006054644284,0.233849353375776,0.180517738470788,0.122406071945506,0.410094078836647,0.146322680063032,0.833376760258761,0.451046530491267,0.290025428973746,0.508887109452243,0.697933275823105
"cg01502428",0.0256579207655539,0.700396879928463,0.873159410080952,0.274791905660183,0.0612952461936823,0.76061272911346,0.488597977020337,0.570777914155296,0.111273691602597,0.520944555203274,0.821253002451078,0.158323490942958,0.694747113079023,NA,0.199200242929501,0.729567948737682,0.695081726563907,0.855801243683721,3.78774843527134e-05,2.10308366755998e-05,2.74460421910477e-05,0.00555393070503487,0.000125478252880632,0.000166472978501593,0.0139397718159411
"cg01561719",0.325392136910414,0.699759772233224,0.435882225328266,0.33700330836458,0.128686905503201,0.357745246244299,0.590854034223494,0.821862180168828,0.574921817747146,0.334241342140379,0.480203712090198,0.0664757845766121,0.0250668304310494,NA,0.0818767315961774,0.573546537064758,0.736237823765594,0.672738781073784,0.174356802144298,0.168189051351267,0.133188484357093,0.458424624199204,0.202651751669723,0.342927237970507,0.441724857427511
"cg01589587",0.8520460789043,0.265194233981707,0.383755341167134,0.370250643350485,0.80157312985896,0.903441050071105,0.606390866600381,0.717864238243211,0.985516454772638,0.876277379543772,0.989408069346185,0.163822129834382,0.75012933315643,NA,0.843417082789007,0.354676690733249,0.197040239384542,0.0790647092555657,1.37556426538293e-07,2.5697683548386e-07,9.48244329613703e-08,3.20023813355678e-07,1.1411181047001e-07,4.96078389498573e-07,0.166465182190271
"cg01591579",0.097508680437823,0.934169668524634,0.805187054272908,0.532038613335409,0.474234346237475,0.25298967821694,0.581344797294558,0.98742082507162,0.0930447676566434,0.612296011237327,0.948972316012742,0.631669022713552,0.546881944439823,NA,0.760612684967878,0.576993515498098,0.842541893484237,0.984495704683527,0.901390340744754,0.0296507535533645,0.0230541499198868,0.0309452231086541,0.0147267785856991,0.0284050358095408,0.0212420668047709
"cg01598421",0.684421637601407,0.0883414895303802,0.372658225515908,0.00518203163463897,0.70572412059783,0.49395733495964,0.678913144551013,0.399267585361387,0.0620660914764257,0.317251002305566,0.749657083326377,0.0354564019085077,0.140971619955197,NA,0.86759238848418,0.229575546490957,0.540986984370009,0.127998919097727,0.320282855850779,3.05691381646155e-05,8.88487104980339e-06,1.48003311443835e-05,3.61712520148319e-06,6.37748926118763e-05,5.87159512960152e-05
"cg01722297",0.12707367469967,0.143529550691373,0.00424846555929157,0.735295044333884,0.297481282293334,0.920531128289256,0.889603765694742,0.758160539893537,0.319874812100656,0.945112910445517,0.455633587028586,0.14697386141671,0.737984881223396,NA,0.862759695124206,0.294746844841623,0.218330121027218,0.313650695099509,0.869134706653924,0.348381012136452,0.281492586847169,0.257476630755527,0.274241646935224,0.782149789732774,0.0440229377826247
"cg01761758",0.199025342419924,0.850411329010723,0.789081450337143,0.366077699471988,0.204453978159249,0.595734978941671,0.0706005601259929,0.472444307037435,0.0474351025926837,0.456681845889097,0.490515614357886,0.347498314309249,0.11519242602304,NA,0.233597455232263,0.673595614064116,0.213985174275643,0.312398099992744,9.9349581352013e-05,0.000126168862354278,6.45409157918789e-05,0.0147198398994977,0.000428181962784733,0.000227329860852779,0.045572212044392
"cg01782486",0.312617444257194,0.69433843089504,0.993102871599772,0.682364236774196,0.071237988144733,0.612596359919396,0.714530954801476,0.1773531088715,0.568895204765542,0.792863909894106,0.864457137950254,0.144628494889985,0.962126827587082,NA,0.0959811298030344,0.896839479817845,0.0957955946482855,0.882767834135219,0.945860794270268,0.829389048009061,0.341024679184535,0.265740630033634,0.161167917677103,0.287778613149169,0.490161768652813
"cg01797381",0.00896613315099835,0.397899800015522,0.0819202017730127,0.00285271900750723,0.532999393426649,0.0380103116152148,0.495436627673212,0.482376464048316,0.0237372613401131,0.533987258090377,0.569208136325462,0.442839640209316,0.0871628613304095,NA,0.912372070961465,0.498066788520377,0.0405064006540217,0.482231835743487,0.720574656598444,0.701871823198273,0.650859736963088,0.63723004855241,0.0882345964607003,0.760184212781086,0.599074319927662
"cg01806427",0.570456710793913,0.0132125268632575,0.00640888923809287,0.970793431573061,0.965949065823436,0.928548523992787,0.47908273814507,0.505774950041787,0.149448592521383,0.99770151731195,0.927103770250165,0.0775527122467131,0.139164335824883,NA,0.579730570419397,0.053471745000049,0.15783141804706,0.444344226106189,0.542484482400312,0.464904908113938,0.836238215314262,0.606949096738555,0.929943673388069,0.542310700661013,0.543227192483943
"cg01868869",0.0571418751276335,0.0232804760853264,0.258581357676614,0.335064537703968,0.290658962413643,0.151719290515846,0.6497093094511,0.162467755774661,0.0516884481349916,0.881741623837368,0.30606831957768,0.0999417795364952,0.389421322611536,NA,0.58006165732317,0.709369694165882,0.0453477786839844,0.423021831857898,0.383088206240426,0.0445302681954209,0.0378946939774948,0.0363384681463629,0.0157837815105618,0.0443310446115035,0.0385470615071006
"cg01874152",0.121886917613051,0.607116693359426,0.215781562504016,0.96475916417159,0.726033362032168,0.526655962510695,0.449233150048005,0.994669603001204,0.713800504110294,0.862464130032683,0.463096231762932,0.00543738400449825,0.32763742002794,NA,0.619582568866576,0.89330636326935,0.637574697634397,0.247030172450814,0.000124179026124488,0.0416820262216044,0.00141303683106422,0.000269827344286474,7.38578683730355e-05,0.000738957677838354,0.00399000059534716
"cg01879591",0.876153511945943,0.111771204160366,0.071165405638334,0.433175317734076,0.345514967448554,0.823808912606279,0.810320310921074,0.634342369738771,0.911941867951822,0.809618750406349,0.460941503251532,0.846320060449259,0.319850888674215,NA,0.887762466530755,0.132062810995064,0.729339667411665,0.460009712869219,0.000353977843834141,0.000388500555928929,0.00014273402349,0.209646321232503,0.373414185869271,0.00110899264173188,0.000249212610080528
"cg01949403",0.0188465630521321,0.994294689786548,0.697083486000097,0.623016954491058,0.090854260063027,0.858578626302488,0.826496071395258,0.62817080923983,0.924380552586694,0.785806401838314,0.325980440754229,0.841702917142675,0.947024080389102,NA,0.944995540126053,0.492410713751086,0.509743944169944,0.326251833101807,0.348012317332514,0.736355154592063,0.898011039343943,0.403629402285388,0.448077001045838,0.20600651108323,0.307745604437007
"cg02003183",0.00120523858209594,0.0496079438684763,0.0980597284597365,0.408104694398075,0.529326782430288,0.377214437212447,0.22677798217102,0.0265415495545591,0.0565270636174655,0.352544639873106,0.36677097471083,0.662047739918715,0.204248366785025,NA,0.984883806413289,0.936172931327572,0.159969379169556,0.0582847660226397,0.000672046315201753,0.00104706454297475,0.000415421957047969,0.00202074930635295,0.000813001783385056,0.00183925607656505,0.391224383139841
"cg02012974",0.175611657133119,0.853549354074631,0.586917286682893,0.491909069010542,0.478266113943087,0.14291813015949,0.507408269023423,0.571496926086652,0.75462887922505,0.205766190135802,0.974435018738988,0.698071759524715,0.301779174547034,NA,0.749099384710699,0.898607790397264,0.799052326654824,0.326755680962492,0.594362306358372,0.512420669567919,0.375928849357411,0.184659921228358,0.0431449386718268,0.743892013071825,0.594111248058042
"cg02019444",0.882080693259051,0.00386779537494817,0.000140440735789162,0.941652355141115,0.0969724441464561,0.77215371873448,0.231955524644492,0.0387037174228359,0.573739460848445,0.382519235621173,0.336913501628586,0.182625486789178,0.411216242800853,NA,0.45762299891487,0.721886832714734,0.786472213727887,0.0060142157740834,0.00741050953002959,0.0155790047923902,0.00917181836549784,0.521346067936877,0.843695319789354,0.0344679291809447,0.0345959620961971
"cg02059317",0.000201561384218111,0.0286107977699327,0.539261683854785,0.743872794126386,0.0443367447410134,0.792995071763894,0.928742155161107,0.794496340019666,0.316303600241146,0.909158861742941,0.176700025398279,0.0246816264620607,0.624658022583401,NA,0.681828247205781,0.787627250651123,0.156809710740079,0.544151058071432,0.00148952042371144,0.000586600276236085,0.000395829364422469,0.00031213945486698,0.000214843086505602,0.00148058478009854,0.428056960430171
"cg02156723",0.669273869296135,0.0415123052429136,0.790119639148901,0.540044881118827,0.724923104278696,0.724895856283175,0.579388555063646,0.709235440315646,0.687262885093286,0.430339485980128,0.767452805024951,0.545743609850137,0.490855688724545,NA,0.322561692990678,0.419562663514234,0.231902895735392,0.463742374472757,0.924847420513125,0.2120519669768,0.182114672140745,0.0893821682490581,0.0849778288442854,0.898524542587189,0.191076407192824
