"","GSM3017301","GSM3017302","GSM3017303","GSM3017304","GSM3017305","GSM3017306","GSM3017307","GSM3017308","GSM3017309","GSM3017310","GSM3017311","GSM3017312","GSM3017313","GSM3017314","GSM3017315","GSM3017316","GSM3017317","GSM3017318","GSM3017319","GSM3017320","GSM3017321","GSM3017322","GSM3017323","GSM3017324","GSM3017325","GSM3017326","GSM3017327","GSM3017328","GSM3017329","GSM3017330","GSM3017331","GSM3017332","GSM3017333","GSM3017334","GSM3017335","GSM3017336","GSM3017337","GSM3017338","GSM3017339","GSM3017340","GSM3017341","GSM3017342","GSM3017343","GSM3017344","GSM3017345","GSM3017346","GSM3017347","GSM3017348","GSM3017349","GSM3017350","GSM3017351","GSM3017352","GSM3017353","GSM3017354","GSM3017355","GSM3017356","GSM3017357","GSM3017358","GSM3017359","GSM3017360","GSM3017361","GSM3017362","GSM3017363","GSM3017364","GSM3017365","GSM3017366","GSM3017367","GSM3017368","GSM3017369","GSM3017370","GSM3017371","GSM3017372","GSM3017373","GSM3017374","GSM3017375","GSM3017376","GSM3017377","GSM3017378","GSM3017379","GSM3017380","GSM3017381","GSM3017382","GSM3017383","GSM3017384","GSM3017385","GSM3017386","GSM3017387","GSM3017388","GSM3017389","GSM3017390","GSM3017391","GSM3017392","GSM3017393","GSM3017394","GSM3017395","GSM3017396","GSM3017397","GSM3017398","GSM3017399","GSM3017400","GSM3017401","GSM3017402","GSM3017403","GSM3017404","GSM3017405","GSM3017406","GSM3017407","GSM3017408","GSM3017409","GSM3017410"
"cg03388043",0.442797652553203,0.442726809563671,0.406584515380433,0.515678098582949,0.433594010610871,0.62708449681801,0.447563720651705,0.458979602084757,0.561778898846118,0.545261160436073,0.471550291108107,0.552122830436956,0.698424459872005,0.478130366586111,0.458804897885319,0.536622286496383,0.544628661796897,0.569282563923879,0.636594527914118,0.709762899246109,0.680672779574158,0.48708107691664,0.49284969551041,0.502646021545251,0.558196482712407,0.47184613415254,0.76770418100934,0.540177294314755,0.656050760903301,0.365343307734642,0.53905069811093,0.621043435113552,0.509180745675572,0.587359958712278,0.421209747768564,0.67574643692922,0.658123746169907,0.536835161083724,0.499077198953985,0.570844640237087,0.539774593089873,0.430285371145108,0.578168511339575,0.622622519945783,0.602714470416833,0.475834293299784,0.570100510364485,0.457134674719101,0.618841161801378,0.664144872936708,0.488826424712514,0.537784072729894,0.573136187366155,0.423022392963404,0.550547859730475,0.588233565244305,0.362718163783213,0.54968206233061,0.563845003151461,0.414981086232005,0.807693616651305,0.391740290481675,0.758831913061517,0.568442644656843,0.4906329732171,0.610320603067855,0.564768840368338,0.410930653252682,0.654814897638375,0.548627536941289,0.833601597211109,0.466916337468797,0.317450328505663,0.409022263113763,0.443195019058086,0.468398102712962,0.456314507403018,0.517288122199605,0.792722866429919,0.868176459217065,0.41313730074077,0.383445161876543,0.514624818425903,0.882903059461163,0.744651497647232,0.502007686672025,0.3814654966216,0.46865798758696,0.395568567636764,0.61375614461664,0.536083880249534,0.493772148658904,0.468984310894541,0.562200968220394,0.39247691701666,0.686170968410164,0.420480397610386,0.626498931600894,0.629380937790189,0.562750785622979,0.551055703653487,0.464280921621089,0.465047488528881,0.522514961197164,0.484352887313425,0.498646470418539,0.485311985313901,0.465453544033075,0.576192772638677,0.656749043578337
"cg03400695",0.907348606553063,0.923653129299389,0.945010307556867,0.952523293867459,0.914215487510084,0.957964783910366,0.966820107630654,0.866335732188385,0.895909589933869,0.899217100805243,0.976657019859044,0.917391875097232,0.809439686549689,0.934800677779995,0.97686951716107,0.849568704179211,0.862092014232113,0.818757545175899,0.867621152300047,0.990354003793593,0.856099685388759,0.954027038502486,0.943748349287819,0.869184851178437,0.901363470845541,0.919774006079284,0.942252010745318,0.944825822043204,0.892764565768765,0.987418534946543,0.926851053982007,0.938324778765557,0.951808523429041,0.958911250954761,0.898740674748969,0.830471075798596,0.924177523679782,0.795662366655537,0.865201988609784,0.886678907432532,0.922709554126185,0.957735653727514,0.964366635340417,0.861462415318647,0.975250185951109,0.860027214909066,0.972769405576182,0.972869166321855,0.968631579155549,0.902297009505583,0.893637673428614,0.851190071300795,0.824353021343841,0.854488165864624,0.969331624102159,0.963767028711414,0.933345685567315,0.878917972834367,0.893132928586859,0.916985787917661,0.957665437580848,0.978388098060418,0.967046517229056,0.916968709581167,0.898165121820178,0.918295844818941,0.969268589998089,0.930503419327614,0.966165382301041,0.951003000508511,0.952506818879521,0.947294851917128,0.93643921049121,0.894888602184738,0.907462691895146,0.953358379781732,0.882552588922695,0.982134158861832,0.931169736151456,0.982784286857245,0.925743492630718,0.973927250741966,0.947883097179084,0.951392771868681,0.979485269981427,0.905209722899199,0.981236215791984,0.930470014580085,0.974470068659157,0.82355553400183,0.971953766476326,0.842574702841328,0.92751761500181,0.979689930295744,0.907927500088224,0.972568463130664,0.894813616232337,0.938730010228936,0.908433449317233,0.904210072544537,0.849858733626863,0.91838868524433,0.887443260914411,0.957736342777797,0.964058574309887,0.899510688134152,0.843757951312737,0.875215372463808,0.810447581279779,0.841159977078886
"cg03429643",0.254458885228595,0.285999929902917,0.222925523345137,0.416687561650001,0.185087655423769,0.205318796545554,0.322984681040795,0.129015194174805,0.276932787054101,0.361844918201928,0.2895446020771,0.390752208993679,0.265200541532279,0.316438077789499,0.318764111252346,0.17210217370389,0.355779947459051,0.154814611668547,0.334581371935209,0.404384408630338,0.355010547276458,0.286048043995661,0.376990442222144,0.221117700292285,0.269383321798238,0.268909667223045,0.408162399910962,0.303516812532206,0.37385360349757,0.25477342708331,0.248934104218962,0.420000227540059,0.320225180768858,0.256108511917934,0.185323027237456,0.154323788515534,0.191847102296275,0.219028248180161,0.349974374950338,0.39861240724826,0.387712177795322,0.252015729331573,0.336776217954861,0.341398391501908,0.355911283364908,0.204596145011187,0.467446065892863,0.375123176176208,0.214942361401644,0.21687492340407,0.30729149547901,0.19187017644652,0.251552523638997,0.190467739287483,0.46456868439232,0.154876979762743,0.26675143326002,0.466066570829239,0.311474069018373,0.237608182069176,0.17863277248903,0.183322601038673,0.274263263229661,0.351324866667411,0.195558955148705,0.20725017701901,0.333497764363169,0.285931963917317,0.510208789414232,0.132734137503421,0.385512262101618,0.308552591999632,0.178693634146361,0.244446404254366,0.197105400558878,0.190234404690069,0.139129401799451,0.409787233098122,0.266723627537963,0.111817919989078,0.218326546745022,0.188556981681136,0.26089258449804,0.143104621214726,0.167525843505179,0.260009301606052,0.257264892968972,0.300440554988063,0.325113965699015,0.426519091628541,0.360230107725188,0.25255121014882,0.361987964077232,0.396549920746877,0.0659738861887884,0.289157594232197,0.264121317184537,0.207524258501488,0.279303213625855,0.445198264735771,0.322773162553294,0.352597579100829,0.29100607086417,0.493376462234739,0.322121934182031,0.3902228788751,0.233369120259732,0.248391463993763,0.295064794273845,0.508208236345372
"cg03460527",0.0398336929826073,0.042554353277538,0.0497624960805785,0.0381731062079946,0.0526140525909271,0.0469475817062362,0.0571587473372817,0.0428320522667431,0.074160821356866,0.060991083385658,0.0527425859299364,0.0405899387959491,0.0514167476828355,0.0465771658789545,0.046130498791122,0.027639521508576,0.0555182907863213,0.0472883575760917,0.0355472163620161,0.0746146092152187,0.048059510846885,0.0535192653320459,0.0537911389370952,0.0535138516849201,0.0510495077097267,0.0346548819168637,0.0600873627012843,0.054371974649145,0.0447271925138364,0.0794842669442996,0.0509151424564832,0.0573055975216094,0.042203713636699,0.0456196424790676,0.0472736658021621,0.0407217306385094,0.0325132165083486,0.0647098099067523,0.0330373385090048,0.0446693390429848,0.0558152228818098,0.0502064364629586,0.0552966143300207,0.0594510544387563,0.0478271797840707,0.0372755588087947,0.0642618341047522,0.062456339175843,0.0277878419708437,0.0579247278895648,0.0476311570097082,0.0544444653085576,0.0455521703110135,0.0548625134652411,0.0427132953617193,0.0354465821699605,0.0818669612914344,0.0443348165461448,0.0477867410007426,0.0554776362335169,0.0587098815021722,0.0464347198129606,0.0507236945443118,0.040811074867572,0.0335905262218764,0.0463028832356205,0.0447057784770192,0.042347830274854,0.056290467688691,0.0344530598777627,0.042228727639265,0.0360282189200581,0.0529089979034096,0.0670827463970828,0.0484667803197951,0.045899224133585,0.0495669741995644,0.0678418250392828,0.036922414208575,0.0460211753906839,0.0434696415207325,0.0361276780624314,0.0297890961543025,0.0562362589271379,0.0613529789170612,0.0524447693753086,0.0473705721266769,0.0441141495016772,0.066467358248598,0.0366587756131426,0.053362883321996,0.0390850571985904,0.055116420846665,0.0757685382260077,0.0601051096588525,0.0450692586296534,0.0590129658146562,0.0465687007418072,0.0306317800400426,0.0516317788736957,0.0533254877776917,0.0516264965493664,0.0395998449955982,0.0540068699529944,0.0646035519227811,0.0407046654792322,0.0459823323551775,0.029403458153354,0.03871194389774,0.0503018232631096
"cg03466198",0.298161420482254,0.0485209590158229,0.356545816772627,0.190687251436073,0.318855812953912,0.37455730625044,0.390928281299623,0.292393703763155,0.42564917874388,0.365431978758523,0.395014866645417,0.264997732407666,0.377754037839412,0.40210849410196,0.438349317353015,0.233030942308725,0.189047686318172,0.334219958260132,0.352699725734728,0.566817980416652,0.322041187817719,0.485869776849146,0.211467928371404,0.245693838654868,0.295116094840176,0.341091995653318,0.369219824888572,0.366493385272753,0.450457160781466,0.484735792150515,0.475852317434288,0.472553763349732,0.371221041904302,0.486394705850765,0.28652022764101,0.220065873982015,0.175590443806229,0.271611876657085,0.49425775712043,0.479403549687677,0.343508613124768,0.203820731576621,0.393352825901248,0.417559512637143,0.376445004785396,0.391993181410275,0.44267457186217,0.442095304842634,0.242468974204041,0.339562402623346,0.350543326080329,0.294293278719114,0.337743794456475,0.507117846655531,0.560474506980898,0.316901586391863,0.525390973023223,0.345128421221537,0.504051769326081,0.250469453547301,0.220358077619443,0.286595917664609,0.331272719787537,0.227506733840739,0.247826939689759,0.0535895029964522,0.411065834670297,0.4561686067611,0.291767663967484,0.171892629543348,0.427765657252757,0.165212776768004,0.276187152867696,0.364078246544332,0.397533870291205,0.412772732223613,0.264006423891203,0.43805393827308,0.260351372463288,0.0804155911718769,0.369531863181301,0.466328882623435,0.243600591809406,0.183713018229837,0.248385726679111,0.196682946499638,0.495838305288777,0.328141738186443,0.3124055885725,0.344896904383305,0.533142433739699,0.279606062390488,0.438830550358923,0.502558749711379,0.32858507373525,0.437934955705526,0.434997634241442,0.275892013628881,0.273709565651633,0.356011377965956,0.136057962484117,0.437965563075563,0.288981411581497,0.410281256505785,0.553683939801295,0.489502379411051,0.354402207765775,0.168320348319042,0.103946221301165,0.399373066212328
"cg03517226",0.814625877860714,0.83942871050608,0.793584001170864,0.858227447336065,0.785625332275698,0.793344539934048,0.75272547757999,0.733422219016539,0.781964184020532,0.842249977713664,0.621637928633317,0.895729829001949,0.689387057160778,0.859077236278415,0.820511081357744,0.645028980782977,0.865699134553685,0.814697919517244,0.844063591481307,0.88793815275574,0.822685694604359,0.800735858496528,0.865604562568809,0.796753738324439,0.689895856497211,0.845088663920874,0.873860799243086,0.863841578987867,0.787473651793703,0.755408583539726,0.767558215924269,0.731732102893114,0.80192801436191,0.741291786945667,0.705084544722903,0.75612777369913,0.81723946595339,0.682109253357972,0.691133173287544,0.768933708492984,0.846877036140262,0.828030659804663,0.800222168269718,0.780891758157683,0.77486015419876,0.695896135548483,0.72585133401969,0.833243299587666,0.888574986511345,0.730163315320708,0.843423668946142,0.744735604358977,0.722425360647361,0.664323138114548,0.855881564705722,0.895444059062095,0.774429908393228,0.837065496538036,0.73476383345504,0.774570989500167,0.884766765574326,0.745115077431867,0.884841688507239,0.863320877289806,0.670268393086034,0.867031816143651,0.723393166153376,0.759617894303632,0.915099418973254,0.90802189641226,0.871194308801772,0.668397444153548,0.724097692745521,0.704481024335371,0.714092146864134,0.624565858071136,0.831844465222075,0.791087937535225,0.892352048799548,0.94964094058777,0.811089185473325,0.846290617302468,0.714733104224745,0.958410963105169,0.932496747602637,0.707836912666691,0.7884284551349,0.820532018840858,0.835146645369204,0.859145178647573,0.697512449758794,0.812383563286895,0.700143216583688,0.847733214962983,0.736329376653435,0.807921007085032,0.780955363670846,0.806608124827591,0.734956515271086,0.75902419379911,0.82204065100265,0.75103802157591,0.721875990636576,0.792605109845324,0.714461427861109,0.830897471903323,0.700198522205465,0.787924240966303,0.798127467485793,0.800658353571833
"cg03526142",0.377546773605287,0.373170687978685,0.273034340551878,0.282715402297435,0.228853149103453,0.525247691435071,0.209894488489711,0.227506270240622,0.375568089788217,0.373266859370777,0.0597909202398137,0.401094511915321,0.461761635233595,0.225245322378029,0.264781404367476,0.334343329856734,0.403105429157931,0.492281015335698,0.563366869950709,0.0716450962523991,0.517211944326711,0.309064249876334,0.265735055499677,0.414680896646723,0.332895205873279,0.380093683218645,0.708639044025593,0.412330767684286,0.501069137146169,0.122524242901504,0.418630902511649,0.430848274332314,0.384194939838117,0.381076058827498,0.3270441037554,0.508283754432224,0.378307500879328,0.306106164574081,0.169153864174666,0.254340307401947,0.286402643806232,0.175653079804472,0.233924770225671,0.4692739582143,0.33391201576533,0.207254308160118,0.283694956317292,0.256748947952938,0.605558103420574,0.536212324158199,0.321104032827603,0.430872842405713,0.24280107651085,0.244262133562357,0.238108505673863,0.633836091275996,0.111870800268088,0.399274305282723,0.321139840698472,0.208391654215843,0.836343661835409,0.266331212479992,0.593908012275248,0.513390803572819,0.28910817368196,0.645051869199872,0.374020035310822,0.215069003891883,0.524539481923002,0.52838776630595,0.73921859722045,0.175700127509635,0.16757051951581,0.109892857171532,0.111491184382157,0.112258547191535,0.309966828569694,0.157521721371295,0.811321903387678,0.889885223328344,0.211594131688117,0.167286583231287,0.304658496021643,0.826675653643964,0.750305582377908,0.370367962374868,0.221376709191183,0.268844036286734,0.159315497507676,0.478017765082831,0.115524390246799,0.281182177774086,0.198519718539313,0.357993230455378,0.19048216354788,0.478620964174284,0.274313740507698,0.599210486528344,0.440640507812684,0.388148964279887,0.385918228542158,0.201517569913396,0.292919258935903,0.280612263730675,0.282421179316537,0.331254139435187,0.26479021554438,0.315690747420153,0.469868040546135,0.394425205964274
"cg03538296",0.943999751862275,0.967849090461815,0.950091140357126,0.974555518445844,0.907461531821746,0.929678897479206,0.935140500163595,0.917440467188951,0.88055802668569,0.947806376291928,0.72896529328777,0.959984431307847,0.788588320754054,0.976289867689835,0.911516602560389,0.803507786412749,0.958127900273595,0.951412968332808,0.947732564128374,0.877884542266287,0.929838642543933,0.927959703995501,0.945886478327683,0.924006880626971,0.815253432469064,0.940957200123284,0.950129516271655,0.941056748839119,0.886095851701713,0.910205872753155,0.942160511943279,0.927595609727518,0.927187248770544,0.881280032236501,0.922203280414327,0.873929395818691,0.940423113028769,0.827722041261297,0.718080027190327,0.937857755349421,0.94752714127443,0.938691369388835,0.901649231245836,0.94162330394322,0.915259108530482,0.852997197926097,0.894234276134185,0.954526016806498,0.973854571030612,0.888916120509715,0.956805572886152,0.854605630065392,0.868757549594176,0.8336545799881,0.967940863790054,0.963557109315617,0.951786713295714,0.961592860184803,0.881221306281541,0.93124232329748,0.95667248887971,0.918701888990335,0.958066423530858,0.962312074877279,0.857054381087417,0.965115943885932,0.906702677048248,0.914329997712876,0.953971094876518,0.958347323499551,0.953270337272868,0.753259939235834,0.95200323890357,0.875277282547751,0.886380445409066,0.749586163650421,0.917033696643553,0.872291740336175,0.961263428058733,0.960401346213332,0.957224796424984,0.959452512502233,0.881243138208086,0.946114839776373,0.966924579542319,0.898669483971138,0.930988074158534,0.9684589978226,0.961856110110063,0.953550265407766,0.895757458197535,0.95065381257125,0.929735393404371,0.957733387279397,0.785887093514798,0.947674696455377,0.87250378235111,0.910737009461119,0.835924041267344,0.8790461160338,0.927645728086777,0.901557882788307,0.901770757479468,0.947090595492056,0.901906769475183,0.900918987987321,0.931094560060279,0.95344800560948,0.949179403730066,0.945212558907374
"cg03562367",0.3585831937354,0.365367074718805,0.286021025628229,0.442379674081823,0.322372506491233,0.501260123000581,0.319512733954414,0.404159878410098,0.516926817679159,0.448764675674546,0.240794773156782,0.473222113388693,0.515928243751085,0.394247554988106,0.402584120575131,0.380700048158136,0.514291132954426,0.511930839192519,0.570571943756416,0.629243271749373,0.626187454419754,0.450391710388216,0.399423700442705,0.453120824109699,0.396721829417317,0.380051458086941,0.673546546505628,0.434471058523666,0.517467242521027,0.228105596689155,0.378027860656424,0.512267633434182,0.427102879764097,0.47824300527199,0.351701501427016,0.569352749496459,0.432247900805038,0.400893561244443,0.356561796527676,0.479698370869277,0.45262093754017,0.341349719179378,0.316151453315378,0.532803262723311,0.42925480131785,0.333925222028175,0.413992869843476,0.420366904060792,0.51018435310178,0.532474735965991,0.439705434010009,0.483697640709276,0.427542537633657,0.307238607303834,0.544337341089747,0.537916644851972,0.303265477143134,0.482144103567071,0.379536328985818,0.305344896146529,0.684127912709662,0.329937943178567,0.690280640547169,0.456045257048283,0.34797393591214,0.586143453285722,0.404112867426868,0.333610658729887,0.630352060844566,0.438517079553562,0.751232857914004,0.301333403441965,0.272315358160603,0.326342877501505,0.331548417094973,0.227637219939405,0.342753672688855,0.444117948163658,0.692489990176647,0.728200066515671,0.318934106084405,0.26123467185936,0.363367065347435,0.707711227771018,0.665667123404768,0.427101908359971,0.310770412077467,0.382072940015431,0.326046244825971,0.540207490542362,0.348279183217858,0.424758302399274,0.356811665260621,0.54001029468408,0.268435255304649,0.632188956828128,0.339652971227059,0.536272181560519,0.504124744168696,0.483966984803086,0.485921329427095,0.361115061787207,0.440263305605148,0.414300364005331,0.368948047076174,0.419488880813436,0.430942025451562,0.395338831401666,0.525335027275786,0.574580758136415
"cg03604774",0.399117632623975,0.418491030967065,0.276821129021234,0.425934526524941,0.39526685415212,0.605774918830071,0.448183308602831,0.387344759222992,0.558093478646748,0.520154713759389,0.223553670011392,0.565819804327718,0.623353900428815,0.441323801895658,0.412839663697566,0.454139747050962,0.617295434474073,0.552687588546982,0.62469696226603,0.618611598299532,0.751294631558817,0.482188183458364,0.449628696613766,0.454247975534081,0.457301086557548,0.443551346375471,0.842434745631032,0.474658859246549,0.70563466175988,0.23063518402434,0.465418789369907,0.629266621137782,0.474271260788386,0.534104435670712,0.349497846929455,0.663817203660261,0.67371716241853,0.406440563781451,0.375740207071871,0.578891178184589,0.570849481204401,0.364242115770436,0.37006954144846,0.59382860201583,0.544797593276018,0.382685259045931,0.514280992583956,0.496868062587478,0.574724208214154,0.562593848732316,0.500463147214599,0.526635209867877,0.531944360078161,0.338576036619798,0.586802861024306,0.672741315514723,0.293352486161396,0.559799049858501,0.434980948937176,0.298412200478842,0.826886550044791,0.336081704214546,0.860612252121362,0.629198152853255,0.394092437808309,0.68292678693774,0.553557482849255,0.356015671049149,0.686106872313082,0.536353562614464,0.803130991081402,0.387555175930945,0.21166614899243,0.376709918986812,0.325568633429063,0.277930398153747,0.393513234430466,0.449898373397192,0.833089455499407,0.820942685111731,0.347721655361459,0.302503444742643,0.405419206915831,0.834374571129814,0.808774608699722,0.493004090711244,0.337692282993038,0.418121364544993,0.360024963727041,0.627297502366231,0.419071524272126,0.426111778323761,0.389748913734395,0.597743029370419,0.210992650540028,0.715984414255418,0.35865608782822,0.634618809699639,0.596570691847773,0.582630975184861,0.541779284371293,0.420556962130476,0.458201366790257,0.527018373111597,0.451857462145636,0.509574865804366,0.483127684763833,0.433439367854242,0.627296373605549,0.719443495404854
"cg03605454",0.895485566105716,0.930762135117876,0.915197001757612,0.943067372536385,0.879042539054871,0.863762259521568,0.837982321294885,0.856857322118121,0.84280895447455,0.916385379613653,0.730605318497301,0.940468748536641,0.696948540829995,0.914010015247001,0.882379430238201,0.772883392271199,0.908448560669178,0.872819692066071,0.909640290402693,0.850667378659022,0.902073035939097,0.848891065971771,0.928796350224022,0.867052335154157,0.787963990069705,0.848678734193934,0.884831491044527,0.880411722732712,0.864424273419483,0.899218783826243,0.869409372424745,0.844980813771793,0.857572260285793,0.78400932836217,0.843387813656435,0.801365628464127,0.925528635196485,0.726694602226302,0.696640598134482,0.849200570269685,0.903928854194779,0.924305002558013,0.859166004006359,0.872799452851216,0.815505235390272,0.789878248103534,0.83432795709486,0.928962484582822,0.94149495294314,0.809354559061458,0.891587303087679,0.800176327129506,0.792690947905657,0.827267711164955,0.872436260485916,0.900474834333262,0.926211647152511,0.902050070816058,0.831973216321406,0.88992572196099,0.911815031852296,0.911501243750914,0.865942573524341,0.948861567200855,0.752199649441244,0.899634309000511,0.856252945085266,0.850529583302317,0.90935238695035,0.945202530725833,0.843833190862197,0.796921248363883,0.913066283582872,0.841442862096877,0.816080545610164,0.739801268579466,0.937717266084766,0.76329761222501,0.907831075856668,0.913867061236995,0.93585083776104,0.954065399072085,0.883463638112085,0.89194570219269,0.888022214130445,0.811020508067622,0.899647289251515,0.929385862530734,0.884997240212021,0.942829402870913,0.81511484489715,0.906032142513428,0.789172465621045,0.849726740870064,0.816458253419591,0.8201242658525,0.866733040390593,0.864919180417594,0.793232602728287,0.838684396322743,0.894778304597015,0.872279749098179,0.918834713482398,0.8643387657941,0.777837531183295,0.886882311653262,0.862092160151326,0.901787948887151,0.865536739213006,0.853304622496041
"cg03769939",0.860771781053536,0.920038004692756,0.864782863659398,0.81145181357177,0.893571075183294,0.886941159493576,0.866909911486588,0.885130796173548,0.86086634824377,0.904252389956648,0.719365446225335,0.949602335137761,0.735035895553137,0.922349021709622,0.875687095439769,0.752393578139511,0.924318814398781,0.874300738866522,0.924305790702035,0.956498290708486,0.847354309626385,0.859097196581327,0.89360127449758,0.85449527239492,0.723499264647598,0.856082051737207,0.859007003552409,0.890253196655309,0.88533663134429,0.899411493981037,0.899377187308392,0.847340319424014,0.820827539127115,0.78079149815492,0.847270671114655,0.835542466249608,0.95011014051732,0.824126779463971,0.73969767964149,0.848166720990322,0.916193620114315,0.884073934363639,0.892874656686781,0.896790320602205,0.816637815714269,0.801120812417745,0.846517503963873,0.959815977478119,0.965632336462041,0.804730389619049,0.892357982966986,0.831675829559665,0.806184860884931,0.751496327581385,0.883366682340483,0.876141112523313,0.825596823690758,0.913263915129843,0.809146705953432,0.87861058131267,0.904115662242767,0.878889750928326,0.890905448195373,0.889617760819654,0.784506911433969,0.893852924438892,0.792773188411594,0.849996478318434,0.877317164943628,0.928283089381203,0.87387624603488,0.748629469022655,0.927605797047684,0.80959732761193,0.855818754348947,0.700944198760791,0.908336949040566,0.832245957517365,0.888740496286497,0.846387046012853,0.922740910379866,0.907615811103287,0.794146796618756,0.945620432027718,0.883383243742801,0.839986782040064,0.894007359706479,0.899902835460998,0.888211524301642,0.944608187130515,0.791340402695345,0.921888750495796,0.871136575228429,0.92528753002679,0.746685744426223,0.815501888444855,0.823364417840123,0.85429882297946,0.824690549290784,0.824166494468701,0.898334813917198,0.863554672669689,0.853708723157192,0.850743294723244,0.801919787675146,0.925085366335302,0.856655541505995,0.927512533216907,0.878907350340626,0.889144127022923
"cg03795574",0.204735272797493,0.130462768502894,0.126490276130306,0.129395265273942,0.110577175881559,0.218346033935755,0.143279022893814,0.294832328329528,0.397917757005823,0.144048120895038,0.089725150243762,0.174528756178186,0.457516464255921,0.132944979853442,0.249749850122985,0.266652406302147,0.266795274031738,0.381697371555447,0.346506099884951,0.557640248185454,0.377542815430389,0.2605406439276,0.118288516670934,0.309754516972873,0.279830913161282,0.225778758121597,0.3233662218341,0.213615986936962,0.322572767256653,0.0587998256827347,0.179598779259669,0.30871547758267,0.158018453670943,0.348752497635107,0.240429875479405,0.518605551700199,0.339899566971432,0.267548340799923,0.24554415228821,0.323498733607399,0.170281684539187,0.160618693835654,0.196284006693771,0.315866073032406,0.129447082786296,0.268794531343567,0.167288578955548,0.209840482312793,0.154504238817857,0.399636608672851,0.277613232880938,0.399746635279835,0.357410902879467,0.201869689015139,0.437132304982887,0.125233081283969,0.133429207693804,0.272419837693598,0.223783906938097,0.166686352081874,0.207345607051537,0.148437735937682,0.346223928225217,0.188726104466262,0.301130403994581,0.113279631817067,0.268101823920089,0.236611167153871,0.354493253978967,0.126848703565693,0.734867913797384,0.166574125928675,0.122742966522409,0.184361289675143,0.155425610496401,0.146435603966825,0.256982970499883,0.529460345977431,0.220887432018631,0.114254792459823,0.16128041826032,0.0852003457756804,0.092354538153599,0.133417609863067,0.105764497611697,0.248290825754404,0.100882928954022,0.218491735543499,0.122371689387241,0.407951360736817,0.240630926156959,0.313209770572134,0.17227817045514,0.460257284334884,0.212915514080378,0.411010802985556,0.224532085354349,0.278389993469151,0.16961962574668,0.129308021077666,0.268346282775825,0.22286441206966,0.285219492340318,0.0925182526221077,0.318344988875328,0.203234812575871,0.282786446715522,0.212778103241857,0.424698418155287,0.572874237719311
"cg03831847",0.920982952184019,0.969962462445401,0.924997418249334,0.964878541735441,0.908814796200116,0.949215146311553,0.876225938024643,0.894267549860362,0.855110796868894,0.946010997087962,0.717866023157932,0.969056531267815,0.785411683296058,0.983023997073063,0.946505355007887,0.796327904258434,0.958852787411656,0.935683817272728,0.956683630052702,0.964914364630772,0.907917208227532,0.912898210362036,0.935663399508258,0.897228982922394,0.815281278006014,0.911031685096837,0.941322172690842,0.909632800302246,0.881365472718153,0.87146821851067,0.883857699390741,0.877019449646173,0.915378042477647,0.866764124271658,0.887313965729828,0.875511980790626,0.967283600938834,0.833057803150417,0.754391689724203,0.867673002478343,0.927222665561582,0.950587759936107,0.895228845305066,0.925070888264075,0.888006626316879,0.841105091315897,0.847921709638729,0.957621472523512,0.97977309083044,0.836116927875012,0.933775646084388,0.861416400117968,0.851248953586771,0.811452450212115,0.930466778689633,0.975176780395257,0.935900134243059,0.956274423589995,0.85177532335098,0.896986139723911,0.959584473188099,0.904130097544726,0.961847480043546,0.966383070509381,0.803120936105837,0.964843414689842,0.825221715677798,0.887643567938094,0.953538833390791,0.978904917846576,0.904248151531536,0.793341639990649,0.940588656279355,0.837802525454237,0.872564067264284,0.776206747552711,0.949533336940025,0.884131556934201,0.970124174619425,0.982470185251943,0.967710985069344,0.97242222037751,0.837019859765545,0.984971357919569,0.979169006065737,0.84606240342233,0.919272862623431,0.967976106669913,0.930031712260853,0.946715444947594,0.806191917481241,0.940277138834459,0.81612949001874,0.958138239711279,0.850839643823371,0.892400395154557,0.858527772185235,0.898866184259722,0.830748296321023,0.84483740717209,0.911994073153402,0.906521484635171,0.901881853304097,0.915236156573179,0.820825337229776,0.935520899808481,0.869694766765435,0.962652845643496,0.917648752082898,0.922491529182891
